10028428803297;;;英语级三级口译汉英 英汉分类词汇 李寄，傅俭　主编 南京大学出版社 9787305051289;;;33.00;;;https://item.jd.com/10028428803297.html
10025489472697;;;英语级三级口译汉英 英汉分类词汇 李寄，傅俭　主编 南京大学出版社 9787305051289;;;41.89;;;https://item.jd.com/10025489472697.html
10022659300317;;;保证正版 新汉英分类口译词典 方凡泉 世界图书出版公司 9787506251426;;;49.00;;;https://item.jd.com/10022659300317.html
10026619217385;;;拍拍
【二手8成新】汉英口译实战案例 朱巧莲人民教育出版社 9787107181764;;;9.90;;;https://item.jd.com/10026619217385.html
10026509982601;;;拍拍
【二手9成新】汉英口译教程 正版现货，提供书籍代寻，请联系线上客服;;;17.71;;;https://item.jd.com/10026509982601.html
10025574859379;;;拍拍
【二手9成新】汉英口译词典 正版现货，提供书籍代寻，请联系线上客服;;;53.36;;;https://item.jd.com/10025574859379.html
10025117668115;;;保证正版 汉英口译词典 梅德明 9787107252563 人民教育出版社;;;141.00;;;https://item.jd.com/10025117668115.html
10028177822847;;;BK汉英口译词典 梅德明 编 人民教育出版社 正版书籍;;;85.00;;;https://item.jd.com/10028177822847.html
10026630717599;;;汉英口译实用词语——实用袖珍工具书 阎勇,贾玉成 上海大学出版社;;;66.50;;;https://item.jd.com/10026630717599.html
10027983063917;;;实用英汉汉英口译教程 徐海铭,季海宏 南京师范大学出版社【正版书】;;;81.25;;;https://item.jd.com/10027983063917.html
10028709157979;;;【新华书店】汉英口译(高等学校翻译专业 教材)(修订版)詹成等外语教学与研究出版社 全新正版;;;36.80;;;https://item.jd.com/10028709157979.html
10022769312927;;;保证正版 成功之路:新汉英口译实践 梅德明 人民教育出版社 9787107185731;;;39.00;;;https://item.jd.com/10022769312927.html
10026658834573;;;实用经贸汉英、英汉口译 无 著作 董晓波 主编 外语－实用英语 董晓波;;;22.60;;;https://item.jd.com/10026658834573.html
10028540784112;;;新汉英口译 2020年新汉英口译实战案例 朱巧莲人民教育出版社 英语中资格考试实践能力 翻译;;;38.60;;;https://item.jd.com/10028540784112.html
69136859146;;;【正版直发】汉英口译-转换技能进阶(高等学校翻译专业本科教材)(配) 王斌华, 伍志伟 978751;;;36.90;;;https://item.jd.com/69136859146.html
10028380522898;;;英语二级口译汉英 英汉分类词汇张劳中央广播电视大学出版社978730402410 张劳;;;189.00;;;https://item.jd.com/10028380522898.html
10028892335630;;;新汉英分类口译词典 方凡泉 世界图书出版公司;;;46.00;;;https://item.jd.com/10028892335630.html
10022946342013;;;正版 新汉英口译实战案例 朱巧莲 英语中资格考试实践能力 翻译资格考试 2020年新;;;41.98;;;https://item.jd.com/10022946342013.html
10022818250184;;;保证正版 实用汉英口译句句通 费佳,魏云 上海交通大学出版社 9787313044617;;;91.00;;;https://item.jd.com/10022818250184.html
10027278755773;;;英语二级口译汉英 英汉分类词汇张劳中央广播电视大学出版社978730402410 张劳;;;190.72;;;https://item.jd.com/10027278755773.html
10026753776746;;;拍拍
【二手8成新】汉英口译技巧训练孙硕 中国对外翻译出版公司 9787500139898;;;13.50;;;https://item.jd.com/10026753776746.html
10029480083074;;;汉英口译技巧训练 9787500139898 全店满58包邮，正版现货，下单速发，有任何问题可以咨询客服;;;30.15;;;https://item.jd.com/10029480083074.html
10027823826398;;;【正版】基于语料库的记者招待会汉英口译研究 胡开宝,潘峰,李鑫 外语教学与研究出版社 9787513;;;81.00;;;https://item.jd.com/10027823826398.html
10028909696589;;;国际关系学院英语口译教程：汉英口译技巧训练;;;45.00;;;https://item.jd.com/10028909696589.html
10025889344644;;;汉英口译入门——北外高翻学院李长栓老师之作，入门捷径;;;46.00;;;https://item.jd.com/10025889344644.html
10022025007567;;;英汉汉英口译基础教程——高校英语翻译系列教材 陈振东 中国对外翻译出版公司;;;27.50;;;https://item.jd.com/10022025007567.html
10027868056679;;;保证正版 实用汉英口译句句通 费佳,魏云 上海交通大学出版社;;;91.00;;;https://item.jd.com/10027868056679.html
10021868436426;;;汉英口译入门——北外高翻学院李长栓老师之作，入门捷径 李长栓 9787560017181;;;64.00;;;https://item.jd.com/10021868436426.html
10028929677598;;;成功之路:新汉英口译实践 梅德明 人民教育出版社;;;50.00;;;https://item.jd.com/10028929677598.html
10026041497235;;;正版现货直发 新汉英分类口译词典 方凡泉 9787506251426 世界图书出版公司;;;108.00;;;https://item.jd.com/10026041497235.html
10023352268655;;;保证正版 高级英汉汉英口译教程:册 杨大亮 等 北京大学出版社 9787301069301;;;49.00;;;https://item.jd.com/10023352268655.html
66262118213;;;梅德明 新汉英口译实践 成功之路 上海市英语中资格考试 实践能力 翻译资格考试等均能适用;;;23.98;;;https://item.jd.com/66262118213.html
10028432302659;;;拍拍
【二手8成新】汉英口译技巧训练 孙硕 中国对外翻译出版公司 9787500139898;;;13.50;;;https://item.jd.com/10028432302659.html
10023871168834;;;梅德明 新汉英口译实践 成功之路 上海市英语中资格考试 实践能力 翻译资格考试等均能适用;;;25.00;;;https://item.jd.com/10023871168834.html
10023428521476;;;普通高等教育“十一五”规划教材·国际商务英汉：（第2版）;;;33.00;;;https://item.jd.com/10023428521476.html
10026226560308;;;记者招待会汉英口译中模糊限制语的应用研究(基于语料库的对比分析)/外国语言文学研究;;;42.50;;;https://item.jd.com/10026226560308.html
49205384706;;;职业化时代的口译研究教学与发展--第十一届全国大会暨国际研讨会论文集();;;52.05;;;https://item.jd.com/49205384706.html
10026632693626;;;汉英口译入门—北外高翻学院李长栓老师之作，入门捷径 李长栓 编;;;56.30;;;https://item.jd.com/10026632693626.html
10027603446518;;;拍拍
【二手9成新】高级汉英口译教程;;;29.12;;;https://item.jd.com/10027603446518.html
10026615719879;;;拍拍
【二手8成新】商务英汉汉英口译 张立玉 王红卫 武汉大学出版社9787307062047;;;5.90;;;https://item.jd.com/10026615719879.html
10028833004193;;;拍拍
[二手8成新]汉英口译入门 正版二手书，因图书较稀缺，收货成本高。所以溢价销售，还望理解。;;;96.00;;;https://item.jd.com/10028833004193.html
72445572618;;;汉英口译词典 梅德明 人民教育出版社 以收汉语百科词语为主兼普通语文词条 汉译英实用工具书;;;74.98;;;https://item.jd.com/72445572618.html
10028786558561;;;国际商务英汉·汉英口译 张立玉，王红卫 编著 武汉大学出版社;;;28.35;;;https://item.jd.com/10028786558561.html
10028467596746;;;高等学校教材英语系列·英汉·汉英口译教程：理论、技巧与实践;;;39.07;;;https://item.jd.com/10028467596746.html
10023626998923;;;拍拍
【二手9成新】高级汉英英汉口译教程.上册 王桂珍;;;22.00;;;https://item.jd.com/10023626998923.html
71732976447;;;拍拍
【二手9成新】汉英口译技巧训练;;;36.00;;;https://item.jd.com/71732976447.html
71661062007;;;拍拍
【二手9成新】高级汉英口译教程;;;47.80;;;https://item.jd.com/71661062007.html
10029294678953;;;汉英口译(高等学校翻译专业本科教材)(修订版)詹成等;;;28.00;;;https://item.jd.com/10029294678953.html
71700580853;;;拍拍
【二手9成新】汉英口译强化100篇;;;124.00;;;https://item.jd.com/71700580853.html
71645977683;;;拍拍
【二手9成新】汉英口译新词速查;;;62.00;;;https://item.jd.com/71645977683.html
68642845014;;;实战笔译汉译英分册 附赠DVD光盘一张 林超伦编著 翻译汉译英 外翻译教程汉译英教材 实战;;;27.98;;;https://item.jd.com/68642845014.html
10026051662351;;;保证正版 基于语料库的记者招待会汉英口译研究 胡开宝,潘峰,李鑫 外语教学与研究出版社;;;89.00;;;https://item.jd.com/10026051662351.html
10022225321465;;;英汉-汉英口译教程 欧阳俊林,陈雪梅著 安徽师范大学出版社;;;48.00;;;https://item.jd.com/10022225321465.html
10028433248508;;;拍拍
【二手8成新】汉英口译实战案例 朱巧莲人民教育出版社 9787107181764;;;9.90;;;https://item.jd.com/10028433248508.html
10029423714280;;;保证正版 汉英英汉高级口译教程 张文 9787563711284 旅游教育出版社;;;49.00;;;https://item.jd.com/10029423714280.html
10026283153584;;;保证正版 英汉汉英口译基础教程——高校英语翻译系列教材 陈振东 中国对外翻译出版公司;;;36.00;;;https://item.jd.com/10026283153584.html
10029353999070;;;汉英口译入门—北外高翻学院李长栓老师之作，入门捷径 李长栓 编 外语教学与研究出版社;;;50.24;;;https://item.jd.com/10029353999070.html
71726227273;;;拍拍
【二手9成新】英汉-汉英口译教程;;;34.00;;;https://item.jd.com/71726227273.html
10025274977829;;;汉英口译入门—北外高翻学院李长栓老师之作，入门捷径 李长栓 编 外语教学与研究出版社;;;122.89;;;https://item.jd.com/10025274977829.html
10026645201013;;;【现货】可以带入笔译考场 CATTI汉英词汇手册 汉译英 三级笔译 二级笔译词汇手册笔译词典 英;;;63.00;;;https://item.jd.com/10026645201013.html
